Data de lançamento;Período;Centro;Centro custo;Denominação de objeto;Documento de compras;Classe de custo;Denom.classe custo;Denominação;Texto breve material;Nº doc.de referência;Valor/moeda objeto;Conta lnçto.contrap.;Descrição da conta de contrapartida;Tipo de documento;Linha de lançamento;Nº documento;Denomin.da conta de contrapartida;Objeto;Data do documento;Empresa;Texto de cabeçalho de documento;Nome do usuário;Material
16/09/2024;9;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - AGO'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - AGO'24;102056455;-22957,47;2031138;Outras Provisoes a Pagar;AB;3;1233140393;Outras Provisoes;BR5A008;27/08/2024;BR16;PROVISÃO;09360035;
25/07/2024;7;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUL'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUL'24;101630405;20661,72;2031138;Outras Provisoes a Pagar;SA;3;1207368741;Outras Provisoes;BR5A008;25/07/2024;BR16;PROVISÃO;WF-BATCH;
22/08/2024;8;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUL'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUL'24;101863740;-20661,72;2031138;Outras Provisoes a Pagar;AB;3;1220586929;Outras Provisoes;BR5A008;25/07/2024;BR16;PROVISÃO;09338418;
25/06/2024;6;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUN'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUN'24;101368637;22957,47;2031138;Outras Provisoes a Pagar;SA;3;1194236720;Outras Provisoes;BR5A008;25/06/2024;BR16;PROVISÃO;WF-BATCH;
17/07/2024;7;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUN'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - JUN'24;101556780;-22957,47;2031138;Outras Provisoes a Pagar;AB;3;1203701002;Outras Provisoes;BR5A008;25/06/2024;BR16;PROVISÃO;09338418;
29/11/2024;11;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;102633284;22957,47;2031138;Outras Provisoes a Pagar;SA;2;1274204014;Outras Provisoes;BR5A008;29/11/2024;BR16;PROVISÃO;WF-BATCH;
11/12/2024;12;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;102728152;-22957,47;2031138;Outras Provisoes a Pagar;AB;2;1281299826;Outras Provisoes;BR5A008;29/11/2024;BR16;PROVISÃO;09338418;
26/12/2024;12;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - NOV'24;102844963;24890,99;2031138;Outras Provisoes a Pagar;SA;2;1289217570;Outras Provisoes;BR5A008;26/12/2024;BR16;PROVISÃO;WF-BATCH;
25/10/2024;10;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - OUT'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - OUT'24;102363150;22957,47;2031138;Outras Provisoes a Pagar;SA;2;1254111688;Outras Provisoes;BR5A008;25/10/2024;BR16;PROVISÃO;WF-BATCH;
18/11/2024;11;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - OUT'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - OUT'24;102531459;-22957,47;2031138;Outras Provisoes a Pagar;AB;2;1267022842;Outras Provisoes;BR5A008;25/10/2024;BR16;PROVISÃO;80040966;
25/09/2024;9;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - SET'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - SET'24;102122221;22957,47;2031138;Outras Provisoes a Pagar;SA;3;1237394620;Outras Provisoes;BR5A008;25/09/2024;BR16;PROVISÃO;WF-BATCH;
14/10/2024;10;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 - M.O TERCEIRA  - MENSAL - CWBEM - SET'24;7956 - M.O TERCEIRA  - MENSAL - CWBEM - SET'24;102262157;-22957,47;2031138;Outras Provisoes a Pagar;AB;3;1247436898;Outras Provisoes;BR5A008;25/09/2024;BR16;PROVISÃO;80040966;
22/01/2024;1;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS DEZ'23-;7956 - PROVISÃO ALS DEZ'23-;100153206;-5800;2031138;Outras Provisoes a Pagar;AB;2;1135591410;Outras Provisoes;BR1A233;18/12/2023;BR16;PROVISÃO -7956;25003132;
22/02/2024;2;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS FEV'24-;7956 - PROVISÃO ALS FEV'24-;100408737;6649,96;2031138;Outras Provisoes a Pagar;SA;2;1146447093;Outras Provisoes;BR1A233;22/02/2024;BR16;PROVISÃO -7956;WF-BATCH;
20/03/2024;3;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS FEV'24-;7956 - PROVISÃO ALS FEV'24-;100613861;-6649,96;2031138;Outras Provisoes a Pagar;AB;2;1156150757;Outras Provisoes;BR1A233;22/02/2024;BR16;PROVISÃO -7956;25003132;
25/01/2024;1;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS JAN'24-;7956 - PROVISÃO ALS JAN'24-;100185372;5800;2031138;Outras Provisoes a Pagar;SA;2;1136859819;Outras Provisoes;BR1A233;25/01/2024;BR16;PROVISÃO -7956;WF-BATCH;
23/02/2024;2;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS JAN'24-;7956 - PROVISÃO ALS JAN'24-;100418751;-5800;2031138;Outras Provisoes a Pagar;AB;2;1147050867;Outras Provisoes;BR1A233;25/01/2024;BR16;PROVISÃO -7956;25003132;
25/03/2024;3;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS MAR'24-;7956 - PROVISÃO ALS MAR'24-;100656205;6792,17;2031138;Outras Provisoes a Pagar;SA;2;1158243539;Outras Provisoes;BR1A233;25/03/2024;BR16;PROVISÃO -7956;WF-BATCH;
24/04/2024;4;7956;BR1A233;ETE BA;;6600022;Serviços Terceiros;7956 - PROVISÃO ALS MAR'24-;7956 - PROVISÃO ALS MAR'24-;100866524;-6792,17;2031138;Outras Provisoes a Pagar;AB;2;1169029046;Outras Provisoes;BR1A233;25/03/2024;BR16;PROVISÃO -7956;25003132;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR ABR'24-;7956 - PROVISÃO SANAR ABR'24-;100867229;2900;2031138;Outras Provisoes a Pagar;SA;4;1169058646;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;WF-BATCH;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR ABR'24-;7956 - PROVISÃO SANAR ABR'24-;100867270;2900;2031138;Outras Provisoes a Pagar;SA;4;1169063810;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;WF-BATCH;
30/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR ABR'24-;7956 - PROVISÃO SANAR ABR'24-;100925184;-2900;2031138;Outras Provisoes a Pagar;AB;4;1171311173;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;25003132;
23/05/2024;5;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR ABR'24-;7956 - PROVISÃO SANAR ABR'24-;101078932;-2900;2031138;Outras Provisoes a Pagar;AB;4;1180390796;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;25003132;
22/01/2024;1;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR DEZ'23-;7956 - PROVISÃO SANAR DEZ'23-;100153206;-2900;2031138;Outras Provisoes a Pagar;AB;4;1135591410;Outras Provisoes;BR1A013;18/12/2023;BR16;PROVISÃO -7956;25003132;
22/02/2024;2;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR FEV'24-;7956 - PROVISÃO SANAR FEV'24-;100408737;2900;2031138;Outras Provisoes a Pagar;SA;4;1146447093;Outras Provisoes;BR1A013;22/02/2024;BR16;PROVISÃO -7956;WF-BATCH;
20/03/2024;3;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR FEV'24-;7956 - PROVISÃO SANAR FEV'24-;100613861;-2900;2031138;Outras Provisoes a Pagar;AB;4;1156150757;Outras Provisoes;BR1A013;22/02/2024;BR16;PROVISÃO -7956;25003132;
25/01/2024;1;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR JAN'24-;7956 - PROVISÃO SANAR JAN'24-;100185372;2900;2031138;Outras Provisoes a Pagar;SA;4;1136859819;Outras Provisoes;BR1A013;25/01/2024;BR16;PROVISÃO -7956;WF-BATCH;
23/02/2024;2;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR JAN'24-;7956 - PROVISÃO SANAR JAN'24-;100418751;-2900;2031138;Outras Provisoes a Pagar;AB;4;1147050867;Outras Provisoes;BR1A013;25/01/2024;BR16;PROVISÃO -7956;25003132;
26/06/2024;6;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR JUN'24;7956 - PROVISÃO SANAR JUN'24;101382352;2900;2031138;Outras Provisoes a Pagar;SA;4;1194568709;Outras Provisoes;BR1A013;26/06/2024;BR16;PROVISÃO;WF-BATCH;
25/07/2024;7;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR JUN'24;7956 - PROVISÃO SANAR JUN'24;101631743;-2900;2031138;Outras Provisoes a Pagar;AB;4;1207494198;Outras Provisoes;BR1A013;26/06/2024;BR16;PROVISÃO;80981407;
23/05/2024;5;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR MAI'24-;7956 - PROVISÃO SANAR MAI'24-;101079897;2900;2031138;Outras Provisoes a Pagar;SA;4;1180406667;Outras Provisoes;BR1A013;23/05/2024;BR16;PROVISÃO -7956;WF-BATCH;
26/06/2024;6;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR MAI'24-;7956 - PROVISÃO SANAR MAI'24-;101386433;-2900;2031138;Outras Provisoes a Pagar;AB;4;1194695237;Outras Provisoes;BR1A013;23/05/2024;BR16;PROVISÃO -7956;80981407;
25/03/2024;3;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR MAR'24-;7956 - PROVISÃO SANAR MAR'24-;100656205;2900;2031138;Outras Provisoes a Pagar;SA;4;1158243539;Outras Provisoes;BR1A013;25/03/2024;BR16;PROVISÃO -7956;WF-BATCH;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956 - PROVISÃO SANAR MAR'24-;7956 - PROVISÃO SANAR MAR'24-;100866524;-2900;2031138;Outras Provisoes a Pagar;AB;4;1169029046;Outras Provisoes;BR1A013;25/03/2024;BR16;PROVISÃO -7956;25003132;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL ABR'24-;7956- PROVISÃO AMBIENTAL ABR'24-;100867229;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1169058646;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;WF-BATCH;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL ABR'24-;7956- PROVISÃO AMBIENTAL ABR'24-;100867270;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1169063810;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;WF-BATCH;
30/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL ABR'24-;7956- PROVISÃO AMBIENTAL ABR'24-;100925184;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1171311173;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;25003132;
23/05/2024;5;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL ABR'24-;7956- PROVISÃO AMBIENTAL ABR'24-;101078932;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1180390796;Outras Provisoes;BR1A013;24/04/2024;BR16;PROVISÃO -7956;25003132;
26/08/2024;8;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL AGOS'24;7956- PROVISÃO AMBIENTAL AGOS'24;101886730;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1221993107;Outras Provisoes;BR1A013;26/08/2024;BR16;PROVISÃO;WF-BATCH;
25/09/2024;9;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL AGOS'24;7956- PROVISÃO AMBIENTAL AGOS'24;102121827;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1237375629;Outras Provisoes;BR1A013;26/08/2024;BR16;PROVISÃO;80981407;
22/01/2024;1;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL DEZ'23-;7956- PROVISÃO AMBIENTAL DEZ'23-;100153206;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1135591410;Outras Provisoes;BR1A013;18/12/2023;BR16;PROVISÃO -7956;25003132;
22/02/2024;2;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL FEV'24-;7956- PROVISÃO AMBIENTAL FEV'24-;100408737;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1146447093;Outras Provisoes;BR1A013;22/02/2024;BR16;PROVISÃO -7956;WF-BATCH;
20/03/2024;3;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL FEV'24-;7956- PROVISÃO AMBIENTAL FEV'24-;100613861;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1156150757;Outras Provisoes;BR1A013;22/02/2024;BR16;PROVISÃO -7956;25003132;
25/01/2024;1;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JAN'24-;7956- PROVISÃO AMBIENTAL JAN'24-;100185372;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1136859819;Outras Provisoes;BR1A013;25/01/2024;BR16;PROVISÃO -7956;WF-BATCH;
23/02/2024;2;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JAN'24-;7956- PROVISÃO AMBIENTAL JAN'24-;100418751;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1147050867;Outras Provisoes;BR1A013;25/01/2024;BR16;PROVISÃO -7956;25003132;
23/07/2024;7;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JUL'24;7956- PROVISÃO AMBIENTAL JUL'24;101606131;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1206088029;Outras Provisoes;BR1A013;23/07/2024;BR16;PROVISÃO;WF-BATCH;
26/08/2024;8;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JUL'24;7956- PROVISÃO AMBIENTAL JUL'24;101894889;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1222628989;Outras Provisoes;BR1A013;23/07/2024;BR16;PROVISÃO;09338418;
26/06/2024;6;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JUN'24;7956- PROVISÃO AMBIENTAL JUN'24;101382352;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1194568709;Outras Provisoes;BR1A013;26/06/2024;BR16;PROVISÃO;WF-BATCH;
25/07/2024;7;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL JUN'24;7956- PROVISÃO AMBIENTAL JUN'24;101631743;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1207494198;Outras Provisoes;BR1A013;26/06/2024;BR16;PROVISÃO;80981407;
23/05/2024;5;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL MAI'24-;7956- PROVISÃO AMBIENTAL MAI'24-;101079897;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1180406667;Outras Provisoes;BR1A013;23/05/2024;BR16;PROVISÃO -7956;WF-BATCH;
26/06/2024;6;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL MAI'24-;7956- PROVISÃO AMBIENTAL MAI'24-;101386433;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1194695237;Outras Provisoes;BR1A013;23/05/2024;BR16;PROVISÃO -7956;80981407;
25/03/2024;3;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL MAR'24-;7956- PROVISÃO AMBIENTAL MAR'24-;100656205;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1158243539;Outras Provisoes;BR1A013;25/03/2024;BR16;PROVISÃO -7956;WF-BATCH;
24/04/2024;4;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL MAR'24-;7956- PROVISÃO AMBIENTAL MAR'24-;100866524;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1169029046;Outras Provisoes;BR1A013;25/03/2024;BR16;PROVISÃO -7956;25003132;
22/10/2024;10;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL OUT'24;7956- PROVISÃO AMBIENTAL OUT'24;102327940;6976,41;2031138;Outras Provisoes a Pagar;SA;4;1251972419;Outras Provisoes;BR1A013;22/10/2024;BR16;PROVISÃO;WF-BATCH;
27/11/2024;11;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL OUT'24;7956- PROVISÃO AMBIENTAL OUT'24;102614468;-6976,41;2031138;Outras Provisoes a Pagar;AB;4;1272818541;Outras Provisoes;BR1A013;22/10/2024;BR16;PROVISÃO;80981407;
21/09/2024;9;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL SET'24;7956- PROVISÃO AMBIENTAL SET'24;102106248;6976,41;2031138;Outras Provisoes a Pagar;SA;5;1236056893;Outras Provisoes;BR1A013;21/09/2024;BR16;PROVISÃO;WF-BATCH;
17/10/2024;10;7956;BR1A013;SEG TRAB ENFERMAGEM;;6600022;Serviços Terceiros;7956- PROVISÃO AMBIENTAL SET'24;7956- PROVISÃO AMBIENTAL SET'24;102291306;-6976,41;2031138;Outras Provisoes a Pagar;AB;5;1249374191;Outras Provisoes;BR1A013;21/09/2024;BR16;PROVISÃO;09360035;
24/04/2024;4;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - ABR;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - ABR;100868794;22957,47;2031138;Outras Provisoes a Pagar;SA;3;1169258410;Outras Provisoes;BR5A008;24/04/2024;BR16;PROVISÃO -;WF-BATCH;
24/05/2024;5;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - ABR;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - ABR;101119179;-22957,47;2031138;Outras Provisoes a Pagar;AB;3;1180914355;Outras Provisoes;BR5A008;24/04/2024;BR16;PROVISÃO -;40035049;
25/01/2024;1;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - DEZ;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - DEZ;100183678;-22957,47;2031138;Outras Provisoes a Pagar;AB;2;1136748867;Outras Provisoes;BR5A008;21/12/2023;BR16;PROVISÃO -;40035049;
23/02/2024;2;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - FEV;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - FEV;100414989;22957,47;2031138;Outras Provisoes a Pagar;SA;2;1146885740;Outras Provisoes;BR5A008;23/02/2024;BR16;PROVISÃO -;WF-BATCH;
23/03/2024;3;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - FEV;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - FEV;100616338;-22957,47;2031138;Outras Provisoes a Pagar;AB;2;1156319458;Outras Provisoes;BR5A008;23/02/2024;BR16;PROVISÃO -;09418992;
26/01/2024;1;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - JAN;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - JAN;100197231;22957,47;2031138;Outras Provisoes a Pagar;SA;2;1137196846;Outras Provisoes;BR5A008;26/01/2024;BR16;PROVISÃO -;WF-BATCH;
21/02/2024;2;7956;BR5A008;CONTROLADORIA;;6600022;Serviços Terceiros;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - JAN;7956 PROVISÃO M.O TERCEIRA  - MENSAL - CWBEM - JAN;100378464;-22957,47;2031138;Outras Provisoes a Pagar;AB;2;1146009496;Outras Provisoes;BR5A008;26/01/2024;BR16;PROVISÃO -;09418992;
